"ad_id","ad_subject","ad_body","ad_price"
11998472,"Schrank mit Hängeregister","1 Schrank mit Hängeregister 
Marke: IKEA
1 Segment Hängeregister 2-bahnig
1 Segment offen
1 Segment mit Rollladen abschliessbar
Masse: 
Höhe 135mm 
Breite 85mm 
Tiefe 43mm
Material: Holzwerkstoff
Farbe aussen: Buche (Siehe Bilder) 
Zustand: Gebraucht 
Neupreis: CHF 379.00

Verpackung und Teile können 
Gebrauchspuren aufweisen
OE-Verpackung nicht vorhanden.
Für Produktionsfehler des Herstellers, 
übernehmen ich keine Haftung!

Ohne Garantie und jegliche 
Nachwährschaft. Keine Haftung für 
Druck- und Schreibfehler. 
Alle Angaben ohne Gewähr.

Firmenzeichen, Firmennamen, 
Markennamen, Logos u. Warenzeichen 
sind Eigentum der jeweiligen Hersteller/ 
Markeninhaber und wird nur zur
Produktebeschreibung verwendet.",150
11998471,"Nemo vorhang","schöner vorhang mit nemo motiven und co. breite 143cm und länge 172cm der vorhang ist sehr schön und mit klipps kleinen aber kann mann auch selbst ändern. der preis ist verhandelbar.",15
11998470,"VW Felgen 15 Zoll","zu verkaufen

VW Felgen 4 Stk
Winterpneu mit ca. 80-90% Profil an Pneu
195x 65 15
5x100 Loch

passen für VW Golf, Seat, Skoda Audi A3 ect.

Die Felgen befinden sich in einem guten Zustand.",229
11998469,"Babytragetuch von Moby Wrap in braun","Ich verkaufe meine Tragetuch Moby Wrap in braun. Gebraucht aber in gutem Zustand! 
Inkl. Aufbewahrungsbeutel und Anleitungsbroschüre. 

Abgeholt und bar bezahlt werden 

oder 

kann per Vorauskasse verschickt werden. Aufpreis für Porto 7.-",30
11998468,"Kleid","Kleid Neupreis war 49.90CHF.
Kann per Post versendet werden. Die Kosten gehen zu lasten des Käufers.(2.20)",9
11998467,"Bürotisch","Wir haben gut erhaltene Bürotische zu verkaufen. Es gibt zwei verschiedene Varianten (winkel links oder rechts rum). 
Es sind ca. 10 Stück. Die Tische können einzel oder komplett gekauft werden, pro Tisch 120 .-.
Die Marke der Tische ist ZKD. Sie sind manuell höhenverstellbar. Die Tische können besichtigt werden.",120
11998464,"Kinder-Pullover ","Neu von Tommy Hilfiger
Grösse 152",35
11998463,"Lit 140/200 hemnes avec sommier matelas ","Lit comme neuf avec sommier tête pied réglable et matelas 140/200
Demonte disponible de suite ",300
11998462,"Psp Shin Megami Tensei: Persona 2 Innocent Sin ","Shin Megami Tensei: Persona 2 Innocent Sin zu verkaufen für Sony PSP
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",5
11998461,"2 velos","Kultbikes: 
Rennvelo Stahl Shimano105 und
Scott Endorphin Mountainbike",1000
11998460,"Procacciatore d'affari","Cerchiamo persona capace nella ricerca di appalti da pittore e gessatore. Si offre compenso in %. Dovra' gestire il contatto e i pagamenti dei suoi clienti, per le offerte e la gestione dei cantieri ci pensiamo noi. In futuro, se serio e produttivo, cedo quite societa'.
Solo seri e non venditori di fumo.",NA
11998459,"SEDIE- SIMPLEX Rampinelli-Schwarz","SEDIE- SIMPLEX Rampinelli- Schwarz. Vendo delle sedie con braccioli. Legno massello, 4 pezzi- 160 Fr. Bellissima lavorazione del ferro battuto, tutti in perfetto stato. COMODISSIME! Guarda le altre mie inserzioni",160
11998458,"Onkyo TX-NR626 schwarz","Onkyo TX-NR626 Audio Receiver schwarz, NEUWERTIG inkl. Zubehör aus dem Lieferumfang
mehr Infos auf der Homepage von Onkyo
- muss abgeholt werden oder Treffpunkt Region Basel",300
11998457,"Lauflernwagen","Material Holz
Farbe hellblau

Bei Versand kommt Porto dazu",10
11998456,"IKEA Stolmen","Gestänge, Bretter, Kästen, Halterungen für 2 grosse und 2 kleine Sektionen.
Gebrauchspuren.",100
11998455,"Wandregal Besta Burs Ikea","Wandregal Besta Burs 
Hochglanz schwarz 
Grösse: 180 x26 cm 
Platz für 118 DVD 
Neuwertig",140
11998454,"Cerco auto usate","Cerco auto usate di tutte le marche, dal 2001 in poi. Anche accidentate/fuse/motore o cambio rotto.Mandare E-MAIL O SMS con i dettagli dell' vostra auto (anno, km, cilindrata, diesel/benzina, tipo cambio, colore e marca.",NA
11998453,"Kärcher Staubsauger","Kärcher Staubsauger  für Garage  sehr wenig gebraucht fast wie neu  funktioniert einwandfrei 

Bei Fragen 0765405501",750
11998452,"Waschmaschiene","Waschmaschine.  Wenig gebraucht.  Electrolux 3kg",200
11998451,"Iphone 6 128 Gb space gray","vendesi Iphone 6 128 Gb con scatola e accessori a 600.- fr
il telefono é in ottimo stato, tenuto sempre con pellicola protettiva e case originale apple.
libero per tutti gli operatori.
prezzo non trattabile",600
11998450,"Borsa / Valigia Benetton Nuova","Descrizione

Borsa/ valigia della Benetton con tracolla completamente Nuova, mai usata.Vendo a soli Fr. 30.",30
11998449,"neuwertige Skischuhe","ich verkaufe neuwertige Skischuhe
grösse 38

am liebsten per SMS oder WhatsApp melden",150
11998448,"Griesser Kran","Griesser Kran zu verkaufen an 3 Punkt. Mit Hydraulischen Oberlenker. Separte Pumpe an Zapfwelle. Mit Holzgreifer und Grablöffel dazu.",6000
11998447,"Skihelm kind marke uvex","Skihelm uvex. Wie neu. Grösse xxs. Unsere damals 2jährige tochter hat ihn getragen. - muss abgeholt werden",30
11998446,"Ergo Baby","Ergo Baby Trage

Sehr bequem zu tragen auch für lange Distanzen unser kleine Spring deshalb benötigen wir diese sehr praktisch Trage nicht mehr.
Versand zuzüglich Porto möglich.",75
11998445,"Pumps coral Gr. 39-40 neu","zu verkaufen Pumps gr. 40 sind aber klein geschnitten wie eine 39 gr.
sehr gut gehalten nie getragen nur anprobiert.",30
11998444,"Langarmshirt zara Gr. 98","senf farbenes Langarmshirt von zara Gr. 98

- sehr gepflegt
- wurde nur von einem Kind getragen

Versand gegen Portokostenübernahme möglich, wir sind ein tierloser Nichtraucherhaushalt.
Preise nicht verhandelbar!",4
11998443,"Poker Range Profi Set","Neuwertiger Zustand (1x gebraucht) / Aluminium Koffer / 500 Stück Pokerchips à 11,5 gr (Metallkern) / 2 Kartendecks / Dealer Button und Blinds

Fragen zum Produkt werden sehr gerne per E-MAIL beantwortet",25
11998442,"Kamik Gore Tex Gr. 36 / US 4 * NEU","Fabrikneue Kamik Grösse 36 mit Gore Tex, US 4, Länge des herausnehmbaren Innenschuhs 22,1 cm gemessen von Naht zu Naht

Paket B-Post CHF 7.--, keine SMS
Kontakt per E-Mail erwünscht, bitte keine SMS",88
11998441,"Set in mirajolie","girocollo con ciondolo lilla e orecchini in mirajolie",35
11998440,"Reima Skianzug Grösse 74 NEU","Schöner neuer Skianzug von Reima für Mädchen in der Grösse 74. Kaputze abnehmbar.

Neupreis: 119.00.

Abholort Bülach oder Versand plus 7.00.",79
11998439,"Rattan Kommode","Die Kommode hat 4 kleine und 6 grosse Schubladen,
Sie ist 84 cm hoch, 88 cm lang und 33 cm tief.
Sie ist in sehr gutem Zustand. Ich verkaufe sie, weil ich eine grössere Kommode brauche :-)
Muss in Landquart abgeholt werden.",90
11998438,"High Heel Keilabsatz ","High Hell mit Keilabsatz. 
Grösse 37
Neuwertig ",12
11998437,"casa in vendita","due appartamenti uno da 3,5 con servizio wc e cucina,appartamento grande di 5,5 due servizi cucina seperata e un garage e grande terrazza e gardino....",350000
11998436,"Ikea Regale mit Füssen","zwei Ikea regale siehe Bilder
zum abholen",20
11998435,"Herren Armband","Biete Herren Armband",19
11998434,"Haushaltshilfe","Zuverlässige Frau sucht Arbeit als Putzfrau,privat.Bügeln,Wäsche waschen und andere Haushaltarbeiten.Einmalig oder regelmässig.

Danke und würde mich freuen auf Ihre Angebote.",NA
11998433,"Tenda scorrevole in alluminio 180 x 300 cm grigio","Nuova imballata
attesa per consegna da 3-5 giorni
richiesta acconto 50%.

consegna domicilio fr.20.-
ritirato a rivera fr.0.-

Facile da usare.
cavo retrattile automatico.
Allungabile fino a 300 cm.
Protegge contro l'esposizione involontaria, basso sole e vento.
Tenda alloggiamento in alluminio rivestito fornisce una protezione contro la polvere e lo sporco.
tessuto in poliestere (240 g / mq), con rivestimento idrorepellente tenda.
Facilità di installazione.
Tutto il materiale di installazione è incluso.
 

specifiche tecniche:

Totale attraversato Dimensioni (larghezza x altezza): fino a 300 cm x 180 centimetri
Dimensioni alloggiamento (LxWxH): 11 x 10 x 180 cm
Piastra Dimensioni Messaggio di base (L x P): 10 x 9 cm
Diametro palo: Ø 60 millimetri
Peso: 8 kg
Materiale: tessile materia prima composizione tenda 100% poliestere (240 g / m²), 
rivestimento in PU, tendalino alloggio e supporto messaggi di verniciatura a polvere di alluminio, elementi plastici

La fornitura comprende:

tenda 1 lato
1 istruzioni di montaggio illustrate
Completare il montaggio con viti, tasselli e clip di fissaggio",130
11998432,"Esszimmertisch mit 6 Stühlen","Ich verkaufe einen Tisch in Wenge mit 3 schwarzen und 3 weissen Stühlen. Die Stühle haben 4 Füsse aus Metall. Alles im guten Zustand. Der Tisch hat die Masse 160x76x90 (LxHxB).",200
11998431,"Blech Zuber Rund mit Henkel","Blech Zuber Rund mit Henkel
Durchmesser 46x46 cm, Höhe 16 cm

siehe Fotos",18
11998429,"Kinderspiel: Zoo Mix Max (Ravensburg)","Spassiges Kinderspiel - Setze die Körperteile der entsprechenden Tiere zusammen.

Weitere Spiele und Puzzles bei mir erhältlich.",3
11998428,"neuwertige Skischuhe","ich verkaufe neuwertige Skischuhe
grösse 38

am liebsten per SMS oder WhatsApp melden",150
11998427,"reinrassige 1j. alte hùndin","Ich heisse lexy bin eine reinrassige hùndin.
Leider haben meine jetzige besitzer aus beruflichem gründe keine zeit mehr für mich?? nun suche ich ganz dringen ein neues zuhause wo man genug zeit für mich hat wie z.b. laufen gehen wie auch noch mit mir zuarbeiten. Ich bin geimpft aber noch nicht kastriert. Ich bin im april 2015 auf die weld gekommen, ich liebe kinder auch kleine kinder. Katzen und natürlich auch das autofahren. Anfangs bin ich etwas schüchtern aber wenn ich dich kenne bin ich den treuer begleiter. 
Wenn du mehr übermich wissen möchtest. Dan meld dich doch meiner besitzterin. 
Ich würde 800.- man kann auch über den pteis reden. Nun hoffe ich ein neues zuhause zufinden bei denen ich bleiben darf und sich jemand meldet den ed ernst ist.?",800
11998426,"Sanitärapparate für Bad inkl. Spiegelschränke","3 Sanitärapparate für Bad (Bademöbel) inkl. Spiegelschränke. 
Preis verhandelbar.
Apparate müssen abgeholt werden.",2000
11998425,"Hosen gefüttert Gr. 74 KANZ","Schöne graue Hosen, top Zustand. Nur einmal getragen und schon zu klein!",10
11998424,"Integratore alimentare al Sambuco","Vendo 5 confezioni da 500 ml di integratore alimentare a base di piante e Sambuco.
Scadenza gennaio 2017.",40
11998423,"Besonderer Hocker, Zeitungen ergeben Höhe","Verkaufe Hocker zum selber zusammenstellen.

Der Hocker besteht aus einer hölzernen Basis mit Gurten und einem Polster.

Die Höhe wird durch die Anzahl an Zeitungen bestimmt welche gesammelt werden :-)",50
11998422,"Schlafzimmer inkl. Matratze und Lattenrost","Schlafzimmer inkl. Matratze und Lattenrost 
1.80x2.00m",800
11998421,"Longchamp Reiseset","Longchamp Reiseset in der Farbe rot.

-Necessaire
-Beautycase
-Rolltasche

Verkaufspreis CHF 80.-. Abholbereit in Wettingen/Baden oder Zürich am Bahnhof.",80
11998420,"Samsung Galaxy G-T18190N","das samsung laüft gut hat wenig kratze auf bildschirm aber nicht so schlim beim einschalten mann sehe nicht dise kratzen Android-Version 4.1.2 rufen wenn interesse 0794437341",40
11998419,"Sofa","Sofa in einem guten Zustand. Ort: Winterthur, nur Ihren Transport und Heben.",110
11998418,"Babytrage babybjörn","Baby trage zu verkaufen",20
11998417,"Multimedia Beamer in HD Auflösung für Heimkino","Wegen nichtgebrauch abzugeben.
War 1h für Testzwecke in Betrieb.
Vollständig, komplett und mit 2 Jahren Garantie

UVISTAR W310 LED Full HD Beamer 

Teschnische Daten: 
Typ: PRW310 
Produkt Zertifikation: CE / FCC / ROHS 
Optische Auflösung: Native 1280 * 800pixels 
Auflösung: Kompatible Full HD-Niveau / 1920x1080Pixels 
5.8 Zoll Einzel-LCD-Panel 
Anzeigetechnologie: High Power LED-Light-Engine + LCD 
LED Nominale-Helligkeit: 2800 Lumen 
Optische Helligkeit: 1800ansi Lumen 
Lampentyp / Leistung: einfarbige weiße LED-Lampe 
Lampen-Lebensdauer: Mehr als 20.000 Stunden Lebensdauer 
Leistung (max Watt) 180W 
Kontrastverhältnis: 600: 1 statisch, dynamisch bis zu 10.000: 1 
Beste Bildgröße: 72 ~ 150Zoll 
Lärm: Im Standardmodus 32 dB 
Keystone-Korrektur: ± 15 ° ( vertikal ) 
Linsentyp: Manuell Objektiv, Optical Coating Projection 
Entfernung: 1,2 ~ 7,5 m 
Projektion Größe: 28Zoll ~ 280Zoll 
Seitenverhältnis 16: 9/4: 3 
PC Kompatibilität: PC für Windows / MAC 
Videokompatibilität: SDTV ( NTSC, PAL, SECAM, 480i, 576i ) 
ED / HDTV ( 480p, 576p, 720p, 1080i, 1080p ) 
Anzahl der Farben: 1070000000 
Lautsprecher 8&#937;, 3W x2, Stereo 
Eingangs-Schnittstelle: HDMI 1.4 x2, VGA x1, AV / Video x1 / USB A ( Ready ) x2, YPbPr / S-Video x1 / TV-Tuner gebaut 
Output-Schnittstelle: Audio Out 
Steuerung: IR-Fernbedienung 
Sprache: Unterstützt 12 Sprachen",300
11998416,"Velo","special edition swiss produkt für mann und frau 100 fr pro stk",100
11998415,"Skinny Jeans Gr. 98","weiche Skinny Jeans von H&M in Gr. 98 für wirklich schlanke Girls.

- sehr gepflegt
- wurde nur von einem Kind getragen

Versand gegen Portokostenübernahme möglich, wir sind ein tierloser Nichtraucherhaushalt.
Preise nicht verhandelbar!",5
11998414,"Grill","Ist im guten Zustand.",250
11998413,"Jacke gelb M neu","zu verkaufen gelbe jacke in grösse M. ist neu und sehr gut gehalten keine Flecken und keine defekte!
kann gerne auch abgeholt werden",25
11998412,"2 Boxen von Sony","2 Boxen von Sony mit je 180 Watt

Merkmale:
- 180 Watt
- 6 Ohm
- B: 14cm / H: 24cm / T: 15 cm

Die Boxen sind relativ schwer und müssen deshalb abgeholt werden.",40
11998411,"NANO MANIA MIGROS"," Vendo per mancato uso da parte de bimbi .COMPLETAMENTE NUOVI. NANO MANIA MIGROS.come da foto mancano 2 pzi  ma per il resto completi di scatola e imballaggio originale in perfette condizioni.",20
11998410,"VW Polo 1.6 16V young&fresh","Der Polo ist in einem sehr guten Zustand abzugeben. 8-fach bereift (8x Alufelgen /Sommer- und Winterpneu je eine Saison alt) Alle Service und Reparaturen wurden immer ausgefüht. Weitere Angaben werden bei Interesse gerne bekannt gegeben.",6600
11998409,"Brust Pumpe Avent Philips","Ich verkaufe eine Brustpumpe von Avent. Einmal gebraucht. Guter Zustand.",15
11998408,"Ford C-MAX 2.0TDCI 2008","Ab Mfk 11.11.2015
top zustand",3500
11998407,"Winterstiefel Däumling Gr. 23","süsse und warme winterstiefel für den winter in der grösse 23. sympatex und warmer innenfell. marke Däumling kinderschuhe eine weite S",28
11998406,"Siefel L'IDEA","Wunderschöner Stiefel in echtem Leder mit Nieten Zustand wie NEU!

Np: 249.-

Stiefel kann auf Wunsch auch per B-Post für CHF 7.- versendet werden.",45
11998404,"Lego Ritter Figuren Sammlung","Ich verkaufen hier Lego Ritter Figuren. 1 Stück für 2 Fr ( der Preis ist verhandelbar )   Alle Figuren haben einen Kopf mit Gesicht, einen Körper mit zwei gleichfarbigen Armen und Händen und Füßen. Der Zustand der Figuren ist gebraucht. Nichts ist abgebrochen oder bemalt. ei manchen Figuren können leichte Farbunterschiede bzw. leichte Verfärbungen, Kratzer vorkommen",2
11998403,"Blazer","Neupreis war: 89.90 CHF
Kann per Post versendet werden. Kosten gehen zu lasten des Käufers (7.-)",10
11998402,"Schiebetürenschrank","Hallo
schöner Kleiderschrank mit Schiebetüren, weiss/silber.
Masse: H/B/T: 2.20 / 2.54 / 0.65

Für Selbstabholer. am besten auch selbst abbauen, dann klappt es auch besser mit dem Aufbau.

Gruss
Matthias",300
11998401,"laubstaubsauger","laubstaubsauger gebraucht",70
11998400,"Lampe Modern","Gute Zustand",40
11998399,"Schöne Statue aus Zimbabwe","Sehr guter Zustand. Dunkles, schweres Holz. Schönes Kunsthandwerk. Höhe 54 cm.  

Zu verkaufen wegen Umzug in kleinere Wohnung. Weitere Statuen oder Masken aus Afrika verfügbar (wenn mehr als eine gekauft wird: Rabatt). 

Abzuholen in Horgen oder Zürich-Enge. Kein Versand. Barzahlung.",40
11998398,"Kerzenständer","Kerzenständer aus Schwemmholz",25
11998397,"Snes Tuff E Nuff ","Tuff E Nuff zu verkaufen für Super Nintendo (SNES)
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",4
11998396,"Spiegel mit Holzrahmen 97x60cm","Wunderschöner, altmodischer Spiegel.  Weisst einige Kratzer im Holz auf. 
Kreative können durch abschleiffen und neustreichen bestimmt noch einiges aus dem Spiegel machen. 
Preis verhandelbar. 
Abholung und Barzahlung durch den Käufer. ",50
11998395,"neuwertige Skischuhe","ich verkaufe neuwertige Skischuhe
leichte Kratzer
grösse 42-43

am liebsten per SMS oder WhatsApp melden",120
11998394,"Babywiege","Babywiege für Oma",10
11998393,"Reebok Vintagestyle Tasche Rot","In sehr gutem Zustand",40
11998391,"Schulbus Fisher Price, Little People","Schulbus Fisher Price, Little People gebraucht. 5 Figuren mit 4 verschiedenen Geräuschen. Braucht 3 AA Batterien.",25
11998390,"Tripp Trapp Sitzpolster","Gebrauchtes aber guterhaltenes Tripp Trapp Sitzpolster",6
11998389,"Reima Skianzug Grösse 92 NEU","Schöner neuer Skianzug 2 Teiler von Reima für Mädchen in der Grösse 92.

Neupreis: 199.00.

Abholort Bülach oder Versand plus 7.00.",149
11998388,"Wieso Weshalb Warum Junior - DIE KATZE - wie neu","Das Einsteigerbuch für kleine Katzenliebhaber. Hier erfahren sie wie Katzen leben, was sie mögen, was sie nicht leiden können, wie man mit einer Katze im Haus zusammenlebt und welche Katzen es noch gibt.
Katzen haben ihren eigenen Kopf und tun nur, was sie wollen. Doch was wollen sie eigentlich und was nicht? Was kann eine Katze? Und was macht sie nachts, wenn ich schlafen gehe? In liebevollen Bildern und klaren und einfachen Texten wird all dies und noch viel mehr beantwortet.

Das Buch ist in einem sehr guten Zustand.

Abholung oder auch gerne Versand bei Übernahme der Portokosten.

Wir sind ein tierfreier Nichtraucherhaushalt.

Hier handelt es sich um einen Privatverkauf, daher keine Garantie und keine Rücknahme.",7
11998387,"Reisebett mit Matratze","Reisebett mit Matratze in gutem Zustand.",10
11998386,"miroir soleil","Beau miroir soleil dore en résine,  annee 70 .
Dimension 50cm  de diametre  miroir 18 cm",149
11998384,"Jacke blau M neu","zu verkaufen leder optik jacke in farbe babyblau.
jacke ist grösse M. wurde nie getragen und kann gerne abgeholt werden.",25
11998382,"Tenda in alluminio scorrevole 180 x 300 cm beige","Nuova imballata
attesa per consegna da 3-5 giorni
richiesta acconto 50%.

consegna domicilio fr.20.-
ritirato a rivera fr.0.-

Facile da usare.
cavo retrattile automatico.
Allungabile fino a 300 cm.
Protegge contro l'esposizione involontaria, basso sole e vento.
Tenda alloggiamento in alluminio rivestito fornisce una protezione contro la polvere e lo sporco.
tessuto in poliestere (240 g / mq), con rivestimento idrorepellente tenda.
Facilità di installazione.
Tutto il materiale di installazione è incluso.
 

specifiche tecniche:

Totale attraversato Dimensioni (larghezza x altezza): fino a 300 cm x 180 centimetri
Dimensioni alloggiamento (LxWxH): 11 x 10 x 180 cm
Piastra Dimensioni Messaggio di base (L x P): 10 x 9 cm
Diametro palo: Ø 60 millimetri
Peso: 8 kg
Materiale: tessile materia prima composizione tenda 100% poliestere (240 g / m²), 
rivestimento in PU, tendalino alloggio e supporto messaggi di verniciatura a polvere di alluminio, elementi plastici

La fornitura comprende:

tenda 1 lato
1 istruzioni di montaggio illustrate
Completare il montaggio con viti, tasselli e clip di fissaggio",130
